wavelengths;phytoplankton;cryptophyta;cyanobacteria;diatoms;dinoflagellates;green algae;brown algae;cyanobacteria blue;cyanobacteria red
460;0.0297;0.020832;0.02782;0.030853134;0.048048;0.027124;0.039064884;0.031960161;0.041004985
461;0.0295;0.020817;0.027637;0.030475672;0.047911;0.026868;0.038910097;0.031496164;0.04075694
462;0.0294;0.020782;0.027469;0.030102318;0.047766;0.026646;0.03875531;0.031032168;0.040508895
463;0.0293;0.02072;0.027334;0.029734652;0.047617;0.026458;0.038575243;0.030602611;0.040310124
464;0.0291;0.020628;0.027212;0.02937615;0.047462;0.026304;0.038395176;0.030173055;0.040111352
465;0.029;0.020498;0.027089;0.029028234;0.047298;0.026186;0.038176853;0.029756916;0.039923689
466;0.0289;0.020336;0.02696;0.0286928;0.04713;0.026104;0.03795853;0.029340777;0.039736026
467;0.0288;0.020142;0.026829;0.028372218;0.046951;0.026056;0.037694699;0.028926355;0.039531247
468;0.0286;0.019919;0.02669;0.028068226;0.046767;0.026042;0.037430868;0.028511933;0.039326468
469;0.0285;0.019665;0.026531;0.027782562;0.046574;0.02606;0.037104777;0.028096844;0.039086289
470;0.0284;0.019382;0.026354;0.027516648;0.046372;0.026108;0.036778686;0.027681756;0.038846111
471;0.0282;0.019068;0.026156;0.027271748;0.046165;0.026183;0.036393248;0.027286921;0.038550845
472;0.0281;0.018732;0.025949;0.027048494;0.045947;0.026281;0.036007811;0.026892086;0.038255579
473;0.028;0.018392;0.025763;0.026848308;0.045722;0.026395;0.03558656;0.026524466;0.037995021
474;0.0278;0.01805;0.025591;0.026670874;0.045488;0.026523;0.03516531;0.026156847;0.037734463
475;0.0277;0.017708;0.025431;0.026516824;0.045245;0.026656;0.034723311;0.025828074;0.037509386
476;0.0275;0.017376;0.025284;0.026385684;0.044996;0.026787;0.034281312;0.0254993;0.037284308
477;0.0274;0.017053;0.025151;0.026276664;0.044735;0.026908;0.033834881;0.025217723;0.037096378
478;0.0272;0.016754;0.025031;0.026188816;0.044471;0.02701;0.033388449;0.024936146;0.036908447
479;0.0271;0.016488;0.024927;0.026120876;0.044195;0.027086;0.032959892;0.024706833;0.036760224
480;0.027;0.016261;0.024838;0.026070948;0.043913;0.027126;0.032531335;0.024477521;0.036612001
481;0.0268;0.016075;0.024764;0.026036662;0.043624;0.027123;0.032127125;0.024307415;0.036519938
482;0.0267;0.015923;0.024705;0.02601549;0.043326;0.027068;0.031722916;0.024137309;0.036427875
483;0.0265;0.015811;0.024665;0.026004114;0.043025;0.026958;0.031335396;0.024014575;0.036371597
484;0.0264;0.015737;0.024642;0.025999216;0.042712;0.026786;0.030947876;0.023891842;0.03631532
485;0.0262;0.0157;0.024609;0.025997004;0.042396;0.02655;0.030573807;0.023798338;0.036254574
486;0.0261;0.015693;0.024558;0.025993844;0.042075;0.026251;0.030199739;0.023704834;0.036193827
487;0.0259;0.015712;0.024503;0.025985154;0.041745;0.025889;0.029839908;0.023621543;0.03612142
488;0.0258;0.015752;0.024457;0.025967458;0.041414;0.025468;0.029480077;0.023538251;0.036049013
489;0.0256;0.015797;0.024418;0.025936174;0.041075;0.024993;0.029131084;0.023445282;0.035990817
490;0.0254;0.015845;0.024377;0.025888142;0.040734;0.024469;0.028782092;0.023352314;0.035932621
491;0.0253;0.015894;0.024323;0.025820044;0.040388;0.023904;0.028434513;0.023226693;0.035841394
492;0.0251;0.015932;0.024259;0.02572951;0.040036;0.023305;0.028086934;0.023101072;0.035750167
493;0.0249;0.015958;0.024188;0.02561417;0.039686;0.02268;0.027729498;0.022917174;0.035630211
